url_len,host_len,special_char,is_https,url_digit,host_digit
115,22,2,0,0.0,0.0
52,17,2,0,0.0,0.0
55,15,2,0,0.0,0.0
74,21,2,1,0.0,0.0
69,18,2,1,0.057971014492753624,0.2222222222222222
117,19,2,1,0.05128205128205128,0.3157894736842105
64,19,4,0,0.0,0.0
21,8,1,0,0.23809523809523808,0.625
34,27,4,0,0.0,0.0
41,16,1,1,0.0,0.0
100,29,3,1,0.07,0.2413793103448276
73,18,1,0,0.2602739726027397,1.0555555555555556
38,25,2,1,0.07894736842105263,0.12
49,36,5,1,0.02040816326530612,0.027777777777777776
38,19,1,1,0.0,0.0
53,14,2,0,0.03773584905660377,0.14285714285714285
78,15,2,0,0.07692307692307693,0.4
263,25,2,0,0.12547528517110265,1.32
57,26,4,0,0.07017543859649122,0.15384615384615385
65,24,2,1,0.12307692307692308,0.3333333333333333
38,15,2,1,0.0,0.0
76,17,1,0,0.0,0.0
26,19,2,0,0.0,0.0
43,28,3,0,0.0,0.0
36,24,4,1,0.0,0.0
78,16,2,0,0.01282051282051282,0.0625
42,16,2,1,0.0,0.0
46,20,3,0,0.0,0.0
126,50,5,0,0.1984126984126984,0.5
49,19,2,0,0.02040816326530612,0.05263157894736842
88,22,2,0,0.045454545454545456,0.18181818181818182
59,15,2,1,0.0,0.0
35,27,3,0,0.0,0.0
58,14,2,0,0.08620689655172414,0.35714285714285715
83,14,2,1,0.04819277108433735,0.2857142857142857
56,26,3,0,0.0,0.0
101,23,2,0,0.009900990099009901,0.043478260869565216
36,29,2,0,0.08333333333333333,0.10344827586206896
52,43,2,1,0.0,0.0
60,52,5,1,0.0,0.0
35,13,1,1,0.0,0.0
61,19,2,1,0.0,0.0
43,34,2,1,0.0,0.0
52,28,2,0,0.0,0.0
55,13,2,1,0.01818181818181818,0.07692307692307693
58,25,3,0,0.0,0.0
56,26,2,0,0.0,0.0
36,21,3,0,0.0,0.0
47,16,1,1,0.0,0.0
72,14,2,1,0.05555555555555555,0.2857142857142857
33,20,4,1,0.0,0.0
113,87,14,0,0.2831858407079646,0.367816091954023
72,19,2,1,0.0,0.0
41,16,2,1,0.0,0.0
52,29,1,0,0.0,0.0
33,25,3,0,0.2727272727272727,0.36
34,27,2,0,0.0,0.0
68,12,2,0,0.10294117647058823,0.5833333333333334
76,21,2,0,0.07894736842105263,0.2857142857142857
84,13,1,1,0.07142857142857142,0.46153846153846156
38,29,3,1,0.07894736842105263,0.10344827586206896
83,31,2,1,0.0,0.0
72,17,4,0,0.2222222222222222,0.9411764705882353
70,35,3,0,0.08571428571428572,0.17142857142857143
99,23,2,1,0.08080808080808081,0.34782608695652173
36,14,2,1,0.0,0.0
44,25,2,0,0.20454545454545456,0.36
57,17,2,1,0.03508771929824561,0.11764705882352941
68,17,2,1,0.0,0.0
133,13,2,1,0.06015037593984962,0.6153846153846154
30,9,1,0,0.0,0.0
46,19,4,1,0.0,0.0
55,24,2,0,0.0,0.0
44,13,2,1,0.0,0.0
68,40,4,0,0.029411764705882353,0.05
40,14,1,0,0.1,0.2857142857142857
32,18,2,1,0.0,0.0
95,37,3,1,0.05263157894736842,0.13513513513513514
40,12,1,1,0.0,0.0
79,21,2,0,0.10126582278481013,0.38095238095238093
36,12,2,0,0.19444444444444445,0.5833333333333334
50,15,1,0,0.0,0.0
57,30,2,0,0.0,0.0
35,13,1,1,0.0,0.0
22,15,3,0,0.0,0.0
28,15,1,0,0.03571428571428571,0.06666666666666667
18,10,2,0,0.16666666666666666,0.3
107,18,2,1,0.18691588785046728,1.1111111111111112
91,17,2,1,0.08791208791208792,0.47058823529411764
72,17,2,0,0.08333333333333333,0.35294117647058826
43,16,2,0,0.06976744186046512,0.1875
58,22,2,0,0.0,0.0
71,18,2,1,0.0,0.0
49,15,2,1,0.04081632653061224,0.13333333333333333
47,16,2,0,0.0425531914893617,0.125
35,20,2,0,0.0,0.0
34,13,1,0,0.0,0.0
40,31,2,1,0.0,0.0
49,14,2,0,0.0,0.0
42,34,4,0,0.023809523809523808,0.029411764705882353
54,28,5,1,0.0,0.0
206,12,2,0,0.34951456310679613,6.0
82,31,3,1,0.07317073170731707,0.1935483870967742
25,14,3,0,0.0,0.0
154,14,1,0,0.006493506493506494,0.07142857142857142
92,73,30,0,0.0,0.0
57,16,2,0,0.0,0.0
57,22,2,0,0.0,0.0
246,15,1,1,0.4065040650406504,6.666666666666667
36,21,2,0,0.0,0.0
66,41,5,0,0.25757575757575757,0.4146341463414634
57,20,2,0,0.0,0.0
72,38,6,0,0.08333333333333333,0.15789473684210525
52,15,2,0,0.019230769230769232,0.06666666666666667
117,38,2,0,0.19658119658119658,0.6052631578947368
66,19,2,1,0.045454545454545456,0.15789473684210525
48,12,2,1,0.0,0.0
39,15,2,1,0.0,0.0
51,18,2,1,0.09803921568627451,0.2777777777777778
221,13,2,0,0.2081447963800905,3.5384615384615383
72,28,2,0,0.0,0.0
51,37,6,1,0.11764705882352941,0.16216216216216217
72,9,1,0,0.2916666666666667,2.3333333333333335
112,13,2,0,0.017857142857142856,0.15384615384615385
164,30,2,1,0.20121951219512196,1.1
22,11,2,0,0.0,0.0
33,15,2,0,0.0,0.0
44,12,2,0,0.0,0.0
60,15,1,0,0.11666666666666667,0.4666666666666667
163,15,2,0,0.32515337423312884,3.533333333333333
76,14,2,0,0.02631578947368421,0.14285714285714285
47,28,4,0,0.02127659574468085,0.03571428571428571
47,25,3,0,0.0,0.0
28,14,1,0,0.03571428571428571,0.07142857142857142
92,27,2,0,0.043478260869565216,0.14814814814814814
162,15,1,0,0.2654320987654321,2.8666666666666667
119,20,2,0,0.11764705882352941,0.7
132,32,3,1,0.11363636363636363,0.46875
73,13,1,1,0.0,0.0
91,18,2,0,0.23076923076923078,1.1666666666666667
124,46,5,1,0.1693548387096774,0.45652173913043476
37,23,2,0,0.10810810810810811,0.17391304347826086
121,37,3,0,0.15702479338842976,0.5135135135135135
35,15,2,1,0.0,0.0
32,10,3,0,0.0,0.0
23,11,1,0,0.0,0.0
62,13,1,0,0.0,0.0
73,10,1,0,0.0273972602739726,0.2
81,27,2,0,0.2962962962962963,0.8888888888888888
84,24,2,0,0.14285714285714285,0.5
59,26,2,0,0.05084745762711865,0.11538461538461539
71,15,2,1,0.014084507042253521,0.06666666666666667
160,21,2,0,0.15,1.1428571428571428
21,13,3,0,0.47619047619047616,0.7692307692307693
67,22,2,1,0.04477611940298507,0.13636363636363635
42,33,5,1,0.09523809523809523,0.12121212121212122
78,18,2,1,0.0,0.0
46,12,1,0,0.0,0.0
50,22,3,0,0.0,0.0
109,17,2,1,0.07339449541284404,0.47058823529411764
138,11,1,1,0.028985507246376812,0.36363636363636365
53,20,2,0,0.0,0.0
194,19,1,0,0.0979381443298969,1.0
69,23,4,1,0.014492753623188406,0.043478260869565216
64,43,6,1,0.25,0.37209302325581395
76,17,2,0,0.0,0.0
56,30,2,0,0.125,0.23333333333333334
49,20,2,1,0.12244897959183673,0.3
31,22,1,1,0.06451612903225806,0.09090909090909091
232,13,3,0,0.3793103448275862,6.769230769230769
89,37,2,1,0.0898876404494382,0.21621621621621623
45,12,2,0,0.022222222222222223,0.08333333333333333
33,19,2,1,0.0,0.0
60,27,3,0,0.016666666666666666,0.037037037037037035
86,33,1,0,0.0,0.0
128,50,5,1,0.1796875,0.46
66,14,2,1,0.09090909090909091,0.42857142857142855
92,15,2,0,0.18478260869565216,1.1333333333333333
28,20,2,0,0.03571428571428571,0.05
39,18,2,0,0.0,0.0
202,13,1,1,0.37623762376237624,5.846153846153846
39,31,2,0,0.07692307692307693,0.0967741935483871
26,18,3,0,0.0,0.0
31,18,2,0,0.0,0.0
41,33,3,0,0.0,0.0
48,34,5,0,0.1875,0.2647058823529412
41,17,2,0,0.0,0.0
73,40,6,0,0.0410958904109589,0.075
38,16,2,0,0.07894736842105263,0.1875
82,14,2,1,0.04878048780487805,0.2857142857142857
59,21,1,0,0.0,0.0
39,10,1,0,0.1282051282051282,0.5
68,29,3,0,0.014705882352941176,0.034482758620689655
63,10,1,0,0.36507936507936506,2.3
66,27,2,1,0.015151515151515152,0.037037037037037035
45,38,2,0,0.022222222222222223,0.02631578947368421
39,22,2,0,0.0,0.0
69,21,2,0,0.0,0.0
58,12,2,0,0.0,0.0
46,17,2,0,0.0,0.0
92,21,2,0,0.2391304347826087,1.0476190476190477
95,23,2,1,0.042105263157894736,0.17391304347826086
124,16,3,0,0.008064516129032258,0.0625
42,8,1,0,0.0,0.0
52,24,1,0,0.0,0.0
145,9,1,1,0.09655172413793103,1.5555555555555556
40,14,3,0,0.35,1.0
49,10,1,0,0.0,0.0
27,11,2,1,0.07407407407407407,0.18181818181818182
80,16,2,0,0.0875,0.4375
59,24,2,1,0.0,0.0
68,37,6,0,0.08823529411764706,0.16216216216216217
35,15,2,0,0.0,0.0
71,29,3,1,0.08450704225352113,0.20689655172413793
54,10,1,0,0.0,0.0
34,26,2,0,0.0,0.0
71,15,2,0,0.0,0.0
31,17,2,0,0.0,0.0
23,15,1,0,0.0,0.0
69,14,2,0,0.21739130434782608,1.0714285714285714
93,19,3,0,0.0,0.0
46,13,2,0,0.0,0.0
52,17,1,0,0.07692307692307693,0.23529411764705882
65,33,2,0,0.0,0.0
28,14,2,0,0.0,0.0
54,14,1,0,0.3888888888888889,1.5
44,13,2,0,0.09090909090909091,0.3076923076923077
32,23,1,1,0.0,0.0
82,18,2,1,0.2682926829268293,1.2222222222222223
73,13,2,1,0.0,0.0
57,18,2,0,0.0,0.0
77,23,1,0,0.2077922077922078,0.6956521739130435
38,9,1,0,0.05263157894736842,0.2222222222222222
48,39,2,1,0.0,0.0
52,19,1,1,0.019230769230769232,0.05263157894736842
91,19,2,1,0.02197802197802198,0.10526315789473684
77,14,2,1,0.06493506493506493,0.35714285714285715
52,9,1,0,0.057692307692307696,0.3333333333333333
42,19,2,0,0.0,0.0
123,26,3,1,0.056910569105691054,0.2692307692307692
126,50,5,0,0.14285714285714285,0.36
81,15,2,0,0.06172839506172839,0.3333333333333333
41,16,1,0,0.0975609756097561,0.25
43,12,1,0,0.0,0.0
243,37,4,1,0.2222222222222222,1.4594594594594594
27,19,3,0,0.0,0.0
62,12,1,1,0.0,0.0
96,27,3,1,0.010416666666666666,0.037037037037037035
137,22,2,0,0.0,0.0
53,18,2,0,0.0,0.0
112,10,1,0,0.0,0.0
47,15,2,0,0.0425531914893617,0.13333333333333333
28,20,3,0,0.0,0.0
54,11,2,1,0.16666666666666666,0.8181818181818182
78,15,1,0,0.11538461538461539,0.6
91,15,2,0,0.03296703296703297,0.2
54,26,2,1,0.0,0.0
76,12,2,1,0.07894736842105263,0.5
32,15,2,0,0.0,0.0
45,13,2,0,0.0,0.0
91,13,2,0,0.26373626373626374,1.8461538461538463
54,22,2,0,0.0,0.0
100,43,4,0,0.29,0.6744186046511628
22,14,1,0,0.0,0.0
396,14,3,1,0.047979797979797977,1.3571428571428572
29,21,2,0,0.0,0.0
30,23,2,0,0.0,0.0
102,27,3,1,0.11764705882352941,0.4444444444444444
57,12,2,0,0.0,0.0
55,22,2,0,0.0,0.0
31,19,2,1,0.0,0.0
33,25,3,0,0.030303030303030304,0.04
78,25,2,0,0.14102564102564102,0.44
35,27,3,0,0.02857142857142857,0.037037037037037035
63,23,2,1,0.14285714285714285,0.391304347826087
67,18,2,0,0.0,0.0
60,44,5,0,0.0,0.0
28,20,3,0,0.14285714285714285,0.2
49,22,3,0,0.0,0.0
51,24,2,0,0.11764705882352941,0.25
26,13,3,0,0.38461538461538464,0.7692307692307693
156,11,1,0,0.14102564102564102,2.0
49,17,1,0,0.08163265306122448,0.23529411764705882
74,66,7,0,0.0,0.0
73,16,2,0,0.0821917808219178,0.375
124,50,5,0,0.20161290322580644,0.5
19,9,1,0,0.0,0.0
46,14,2,0,0.043478260869565216,0.14285714285714285
106,45,5,0,0.16981132075471697,0.4
28,16,2,1,0.03571428571428571,0.0625
129,6,1,1,0.12403100775193798,2.6666666666666665
36,13,2,0,0.0,0.0
28,16,1,0,0.0,0.0
59,20,2,0,0.06779661016949153,0.2
84,23,2,1,0.08333333333333333,0.30434782608695654
69,27,2,1,0.37681159420289856,0.9629629629629629
32,14,1,0,0.0,0.0
124,13,2,0,0.03225806451612903,0.3076923076923077
46,17,2,0,0.021739130434782608,0.058823529411764705
39,16,2,0,0.1282051282051282,0.3125
62,19,2,0,0.0,0.0
56,14,3,0,0.19642857142857142,0.7857142857142857
133,95,9,0,0.03759398496240601,0.05263157894736842
58,40,6,0,0.10344827586206896,0.15
70,38,4,1,0.0,0.0
35,22,2,1,0.0,0.0
52,16,2,0,0.0,0.0
39,32,2,0,0.0,0.0
28,7,1,0,0.03571428571428571,0.14285714285714285
58,16,2,1,0.1206896551724138,0.4375
62,18,2,1,0.04838709677419355,0.16666666666666666
43,34,4,1,0.0,0.0
59,21,2,1,0.0,0.0
102,19,3,0,0.0,0.0
41,21,2,0,0.0,0.0
36,27,3,1,0.0,0.0
29,20,1,1,0.0,0.0
262,213,12,1,0.14885496183206107,0.18309859154929578
40,25,4,1,0.025,0.04
68,19,1,0,0.16176470588235295,0.5789473684210527
58,17,2,1,0.05172413793103448,0.17647058823529413
34,26,3,1,0.029411764705882353,0.038461538461538464
38,17,2,0,0.0,0.0
46,17,2,1,0.0,0.0
122,13,2,0,0.06557377049180328,0.6153846153846154
328,40,5,0,0.11890243902439024,0.975
65,14,2,1,0.0,0.0
183,22,2,1,0.08196721311475409,0.6818181818181818
127,50,5,0,0.12598425196850394,0.32
127,50,5,1,0.12598425196850394,0.32
380,32,4,0,0.12631578947368421,1.5
51,12,1,0,0.0196078431372549,0.08333333333333333
31,12,2,0,0.0,0.0
101,18,3,1,0.06930693069306931,0.3888888888888889
88,21,2,0,0.22727272727272727,0.9523809523809523
127,50,5,0,0.11811023622047244,0.3
146,24,4,0,0.13013698630136986,0.7916666666666666
26,12,2,0,0.0,0.0
60,21,1,0,0.0,0.0
81,17,2,0,0.0,0.0
68,19,2,1,0.0,0.0
40,12,1,0,0.0,0.0
39,23,2,0,0.0,0.0
61,17,2,0,0.0,0.0
45,16,3,0,0.0,0.0
126,50,5,0,0.19047619047619047,0.48
150,12,3,0,0.2,2.5
79,20,2,0,0.0759493670886076,0.3
74,17,1,1,0.10810810810810811,0.47058823529411764
38,19,2,0,0.0,0.0
226,21,2,0,0.4690265486725664,5.0476190476190474
42,35,2,0,0.023809523809523808,0.02857142857142857
125,50,5,0,0.176,0.44
35,14,2,0,0.02857142857142857,0.07142857142857142
31,14,2,0,0.03225806451612903,0.07142857142857142
33,24,2,1,0.24242424242424243,0.3333333333333333
49,15,2,1,0.02040816326530612,0.06666666666666667
58,22,1,0,0.0,0.0
49,30,3,1,0.14285714285714285,0.23333333333333334
113,15,2,1,0.05309734513274336,0.4
126,50,5,0,0.09523809523809523,0.24
59,51,4,0,0.1864406779661017,0.21568627450980393
55,28,4,0,0.0,0.0
30,21,2,1,0.0,0.0
40,16,2,0,0.0,0.0
101,15,2,1,0.10891089108910891,0.7333333333333333
44,16,2,0,0.06818181818181818,0.1875
80,21,2,0,0.075,0.2857142857142857
30,23,1,0,0.0,0.0
78,16,2,0,0.0,0.0
64,22,2,0,0.125,0.36363636363636365
121,17,2,1,0.11570247933884298,0.8235294117647058
79,31,2,1,0.0,0.0
103,29,2,1,0.04854368932038835,0.1724137931034483
94,20,3,0,0.23404255319148937,1.1
22,13,2,1,0.0,0.0
132,28,2,0,0.045454545454545456,0.21428571428571427
74,18,2,0,0.12162162162162163,0.5
41,18,2,0,0.024390243902439025,0.05555555555555555
115,19,2,0,0.14782608695652175,0.8947368421052632
58,13,2,0,0.0,0.0
46,25,2,1,0.17391304347826086,0.32
33,16,2,1,0.0,0.0
47,19,2,1,0.0,0.0
57,28,4,1,0.0,0.0
43,13,2,1,0.0,0.0
131,15,1,0,0.183206106870229,1.6
77,23,1,0,0.18181818181818182,0.6086956521739131
92,31,3,0,0.0,0.0
98,11,2,1,0.10204081632653061,0.9090909090909091
66,23,2,0,0.07575757575757576,0.21739130434782608
55,11,2,0,0.0,0.0
39,9,1,1,0.0,0.0
250,47,4,0,0.044,0.23404255319148937
39,25,2,0,0.0,0.0
53,17,3,0,0.0,0.0
77,14,1,0,0.07792207792207792,0.42857142857142855
45,11,2,1,0.13333333333333333,0.5454545454545454
71,28,2,0,0.0,0.0
85,39,4,1,0.07058823529411765,0.15384615384615385
78,39,4,1,0.32051282051282054,0.6410256410256411
70,13,2,0,0.0,0.0
53,40,6,0,0.05660377358490566,0.075
70,18,2,0,0.02857142857142857,0.1111111111111111
29,15,2,0,0.0,0.0
63,37,4,0,0.0,0.0
64,21,2,1,0.0,0.0
58,16,1,0,0.0,0.0
44,28,2,0,0.0,0.0
85,10,1,0,0.2235294117647059,1.9
52,15,2,0,0.0,0.0
46,23,3,0,0.0,0.0
53,15,1,1,0.0,0.0
128,50,5,1,0.1171875,0.3
60,12,1,0,0.36666666666666664,1.8333333333333333
34,26,2,0,0.11764705882352941,0.15384615384615385
25,17,2,0,0.0,0.0
74,27,2,1,0.10810810810810811,0.2962962962962963
69,20,2,1,0.391304347826087,1.35
102,13,1,1,0.058823529411764705,0.46153846153846156
78,25,2,1,0.08974358974358974,0.28
105,23,2,0,0.12380952380952381,0.5652173913043478
81,27,2,0,0.20987654320987653,0.6296296296296297
26,7,1,1,0.07692307692307693,0.2857142857142857
29,14,3,1,0.10344827586206896,0.21428571428571427
276,31,2,0,0.3333333333333333,2.967741935483871
45,26,2,0,0.0,0.0
78,15,2,1,0.10256410256410256,0.5333333333333333
49,7,1,0,0.08163265306122448,0.5714285714285714
148,42,3,1,0.060810810810810814,0.21428571428571427
49,21,2,0,0.08163265306122448,0.19047619047619047
34,26,3,1,0.0,0.0
35,22,3,1,0.02857142857142857,0.045454545454545456
39,20,2,1,0.0,0.0
24,16,2,1,0.0,0.0
36,20,2,1,0.0,0.0
44,19,1,0,0.0,0.0
36,14,1,0,0.027777777777777776,0.07142857142857142
68,10,1,0,0.04411764705882353,0.3
46,27,3,0,0.08695652173913043,0.14814814814814814
57,24,2,0,0.0,0.0
38,18,2,0,0.0,0.0
62,16,2,1,0.08064516129032258,0.3125
90,34,2,0,0.06666666666666667,0.17647058823529413
90,34,3,1,0.1111111111111111,0.29411764705882354
43,18,4,0,0.0,0.0
63,19,2,0,0.1746031746031746,0.5789473684210527
39,19,2,0,0.20512820512820512,0.42105263157894735
111,15,2,1,0.036036036036036036,0.26666666666666666
70,16,2,0,0.0,0.0
26,11,1,0,0.0,0.0
70,16,2,1,0.14285714285714285,0.625
183,12,2,0,0.0,0.0
56,26,2,1,0.0,0.0
85,15,1,0,0.25882352941176473,1.4666666666666666
98,16,1,0,0.0,0.0
15,8,1,0,0.0,0.0
64,22,2,0,0.0,0.0
126,31,2,0,0.25396825396825395,1.032258064516129
37,24,2,0,0.0,0.0
132,16,2,1,0.03787878787878788,0.3125
44,24,2,1,0.0,0.0
61,15,2,0,0.0,0.0
90,17,2,1,0.17777777777777778,0.9411764705882353
74,13,2,1,0.0,0.0
33,25,2,0,0.0,0.0
47,26,3,0,0.0,0.0
87,14,2,0,0.06896551724137931,0.42857142857142855
71,24,2,0,0.056338028169014086,0.16666666666666666
15,4,1,0,0.13333333333333333,0.5
25,9,1,1,0.16,0.4444444444444444
44,12,2,1,0.09090909090909091,0.3333333333333333
84,23,2,0,0.11904761904761904,0.43478260869565216
56,15,2,1,0.017857142857142856,0.06666666666666667
174,21,2,0,0.3333333333333333,2.761904761904762
118,26,2,0,0.0423728813559322,0.19230769230769232
57,18,2,1,0.08771929824561403,0.2777777777777778
15,6,1,1,0.0,0.0
16,7,1,1,0.0,0.0
34,25,2,1,0.11764705882352941,0.16
113,15,2,1,0.07079646017699115,0.5333333333333333
51,27,4,0,0.0,0.0
63,15,1,1,0.031746031746031744,0.13333333333333333
60,13,1,0,0.0,0.0
92,22,2,0,0.14130434782608695,0.5909090909090909
47,15,1,1,0.0,0.0
79,19,2,0,0.0,0.0
30,20,1,0,0.0,0.0
63,55,7,0,0.0,0.0
71,24,2,0,0.0,0.0
102,25,2,0,0.0,0.0
60,16,3,1,0.0,0.0
76,16,2,1,0.0,0.0
79,13,1,0,0.0,0.0
64,12,2,0,0.0,0.0
132,29,2,0,0.16666666666666666,0.7586206896551724
139,54,6,1,0.11510791366906475,0.2962962962962963
58,27,2,0,0.0,0.0
113,17,1,0,0.0,0.0
51,19,1,1,0.13725490196078433,0.3684210526315789
48,17,2,1,0.0,0.0
49,17,2,0,0.04081632653061224,0.11764705882352941
46,13,1,1,0.021739130434782608,0.07692307692307693
26,10,1,1,0.11538461538461539,0.3
80,13,1,1,0.275,1.6923076923076923
229,8,1,1,0.09606986899563319,2.75
129,54,6,0,0.17054263565891473,0.4074074074074074
37,20,2,0,0.02702702702702703,0.05
342,16,2,1,0.30116959064327486,6.4375
31,22,2,1,0.0,0.0
98,18,3,0,0.30612244897959184,1.6666666666666667
395,15,2,1,0.1240506329113924,3.2666666666666666
59,14,1,1,0.1016949152542373,0.42857142857142855
60,24,3,0,0.0,0.0
57,44,4,1,0.05263157894736842,0.06818181818181818
74,20,1,0,0.013513513513513514,0.05
31,11,2,0,0.0,0.0
33,16,1,0,0.0,0.0
56,24,3,0,0.0,0.0
73,24,3,0,0.0,0.0
62,16,2,1,0.0,0.0
84,20,1,0,0.0,0.0
77,27,2,0,0.0,0.0
75,27,2,0,0.24,0.6666666666666666
88,17,3,0,0.06818181818181818,0.35294117647058826
119,11,2,0,0.0,0.0
50,27,2,0,0.0,0.0
461,26,2,1,0.4229934924078091,7.5
93,24,2,0,0.12903225806451613,0.5
67,17,3,1,0.0,0.0
93,28,4,0,0.23655913978494625,0.7857142857142857
106,8,1,0,0.0,0.0
54,20,2,1,0.09259259259259259,0.25
27,20,2,0,0.0,0.0
101,28,2,0,0.1188118811881188,0.42857142857142855
134,24,3,0,0.21641791044776118,1.2083333333333333
28,12,1,1,0.0,0.0
126,50,5,0,0.15079365079365079,0.38
89,23,2,1,0.056179775280898875,0.21739130434782608
